Project,Site,Coordinates,Year,Parcel,Block,N dose (kg/ha),P2O5 dose (kg/ha),K2O dose (kg/ha),Leaf N (%),Leaf P (%),Leaf K (%),Leaf Ca (%),Leaf Mg (%),Leaf Al (ppm),Leaf B (ppm),Leaf Cu (ppm),Leaf Zn (ppm),Leaf Fe (ppm),Leaf Mn (ppm),Leaf Mo (ppm),Berry yield (kg/ha),Berry dry matter_fraction,Soil NO3 (ppm),Soil NH4 (ppm),Soil P (mg/kg),Soil K (mg/kg),Soil Ca (mg/kg),Soil Mg (mg/kg),pH H2O
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,28,2,90,60,30,2.10,0.20,0.73,0.42,0.16,40.3,36.2,3.36,4.73,17.8,212,0.17,5810.8,0.11,0.00,2.34,69,118,474,50,4.81
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,29,2,90,0,30,2.51,0.12,0.67,0.34,0.13,45.7,34.7,3.86,5.50,16.0,196,0.16,6057.2,0.11,5.24,2.28,133,108,376,39,4.54
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,30,2,30,30,30,1.92,0.12,0.62,0.41,0.16,47.1,29.9,4.30,5.84,16.1,201,0.17,3938.6,0.11,0.00,1.08,93,97,363,38,4.93
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,31,2,30,60,30,0.52,.,0.63,0.42,0.16,45.9,30.6,3.79,5.00,12.6,219,0.19,3478.4,0.11,0.00,2.23,173,97,527,61,4.71
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,32,2,60,30,30,1.96,0.13,0.64,0.39,0.17,58.6,35.0,4.28,6.35,19.3,205,0.08,6289.6,0.11,0.00,1.00,79,87,483,55,4.76
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,33,3,30,90,30,1.75,0.16,0.71,0.46,0.20,52.3,47.6,3.94,6.63,14.8,218,0.14,6269.4,0.11,.,.,47,245,418,44,4.25
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,34,3,90,90,30,1.73,0.22,0.72,0.47,0.18,61.5,50.8,2.94,5.42,16.4,218,0.10,5723,0.11,0.00,1.24,44,101,424,45,4.88
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,35,3,60,0,30,1.63,0.14,0.65,0.44,0.18,45.6,46.8,2.89,4.31,17.5,208,0.17,7708.8,0.10,0.00,1.12,104,94,250,33,4.55
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,36,3,30,30,30,1.56,0.20,0.51,0.46,0.19,60.6,44.4,3.45,5.33,14.5,248,0.13,10128.8,0.09,4.37,1.99,67,183,279,38,4.58
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,37,3,0,0,30,1.53,0.12,0.48,0.50,0.21,65.6,50.7,4.03,7.02,13.7,219,0.15,4998.4,0.10,0.00,10.47,47,93,463,38,4.74
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,38,3,90,30,30,1.67,0.14,0.53,0.50,0.18,58.8,43.1,2.55,5.18,15.9,244,0.15,11749.4,0.11,0.00,1.31,32,95,543,61,4.69
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,39,3,0,60,30,1.43,0.15,0.52,0.44,0.18,70.3,49.7,3.05,5.01,13.7,270,0.14,4904,0.11,2.04,3.98,75,103,910,77,4.50
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,40,3,60,30,30,1.77,0.15,0.56,0.42,0.16,67.5,43.4,1.98,3.84,12.3,248,0.11,2949.4,0.11,0.00,1.51,51,122,618,62,4.67
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,41,3,60,60,30,2.21,0.17,0.70,0.38,0.13,44.6,40.7,1.97,3.99,12.0,212,0.16,907.6,0.12,0.00,5.13,126,81,171,13,4.85
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,42,3,30,0,30,2.01,0.14,0.66,0.41,0.15,39.3,36.5,3.85,4.73,12.6,196,0.11,5521.4,0.12,0.00,1.13,106,81,282,30,4.99
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,43,3,90,0,30,2.03,0.13,0.64,0.38,0.15,40.5,42.7,2.79,4.69,14.2,224,0.14,5185,0.11,2.85,3.79,157,135,545,55,4.41
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,44,3,0,90,30,1.48,0.17,0.57,0.41,0.15,34.1,39.5,3.47,3.26,11.0,213,0.10,3321.4,0.11,0.00,1.13,103,105,424,47,4.77
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,45,3,0,30,30,1.72,0.12,0.60,0.41,0.14,43.2,36.4,4.20,3.92,13.7,206,0.16,4607.6,0.11,0.00,1.94,82,133,719,72,4.70
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,46,3,90,60,30,1.88,0.15,0.69,0.35,0.14,42.8,32.6,3.68,5.48,15.4,198,0.12,2637.4,0.11,0.00,1.54,166,111,397,41,4.78
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,47,3,60,90,30,2.18,0.15,0.72,0.36,0.14,47.3,35.2,2.86,4.27,13.2,202,0.14,3996.4,0.11,0.00,2.78,84,64,276,30,4.68
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,48,3,30,60,30,1.94,0.12,0.65,0.39,0.15,49.3,36.7,4.61,4.98,14.2,211,0.13,7613.6,0.11,0.00,1.22,107,106,546,49,4.70
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,49,4,90,90,30,1.88,0.14,0.61,0.46,0.18,59.5,39.3,3.24,6.54,18.2,201,0.17,6742.8,0.11,0.00,4.40,28,96,320,20,4.80
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,50,4,90,30,30,2.05,0.14,0.66,0.42,0.16,56.1,44.5,3.06,5.34,16.6,207,0.15,4884.2,0.12,0.00,1.59,54,103,455,52,4.71
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,51,4,60,0,30,1.67,0.16,0.64,0.39,0.15,42.9,38.4,1.79,3.09,20.3,189,0.13,5370.4,0.10,0.00,1.38,113,89,226,28,4.45
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,52,4,0,0,30,1.34,0.11,0.44,0.48,0.22,67.5,41.2,4.32,7.43,14.6,199,0.15,6940.4,0.10,0.00,2.19,42,83,410,36,4.73
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,53,4,0,90,30,1.50,0.12,0.53,0.45,0.18,46.1,39.2,3.35,4.19,11.2,201,0.15,3590,0.10,0.00,1.21,45,108,565,37,4.64
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,54,4,30,0,30,1.75,0.14,0.54,0.45,0.17,48.5,38.1,3.42,4.70,13.0,190,0.17,7591.8,0.10,0.00,1.51,102,98,367,31,4.97
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,55,4,0,60,30,1.77,0.14,0.55,0.46,0.17,64.1,38.4,3.41,4.33,13.8,237,0.15,5238.2,0.12,0.00,1.34,72,79,451,35,4.66
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,56,4,30,30,30,1.81,0.12,0.65,0.45,0.16,48.7,39.1,2.56,3.61,10.8,204,0.17,1471.8,0.12,0.00,1.71,120,90,364,42,4.83
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,57,4,90,0,30,2.10,0.13,0.79,0.39,0.14,41.7,36.4,2.97,4.43,14.1,187,0.07,1991.2,0.12,0.00,1.55,62,112,785,62,4.83
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,58,4,0,30,30,1.76,0.22,0.63,0.38,0.15,37.7,33.7,4.35,3.98,12.3,196,0.17,5430.4,0.12,0.00,1.02,77,109,576,54,4.85
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,59,4,60,30,30,1.93,0.14,0.70,0.37,0.15,37.4,36.1,2.72,3.61,12.0,216,0.14,5468,0.12,2.90,3.34,104,119,357,43,4.27
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,60,4,30,60,30,1.64,0.23,0.63,0.39,0.15,32.8,33.5,3.07,3.48,12.7,206,0.18,4738.8,0.11,0.01,0.39,79,84,495,47,4.65
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,61,4,60,90,30,1.99,0.14,0.66,0.37,0.14,44.7,31.6,3.30,5.00,14.3,199,0.11,5319,0.11,.,.,164,468,440,63,4.13
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,62,4,90,60,30,2.00,0.16,0.74,0.36,0.14,38.6,30.4,3.01,5.79,15.0,192,0.21,3012.2,0.11,0.00,1.60,94,85,329,37,4.86
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,63,4,30,90,30,1.82,0.13,0.60,0.35,0.14,42.9,29.4,3.85,5.17,15.2,187,0.22,3168.8,0.10,0.00,0.97,186,75,273,29,4.67
NP_SM2,St-Méthode,48' 43'N 72' 24'O,2007,64,4,60,60,30,1.76,0.13,0.61,0.43,0.18,62.9,36.1,4.16,4.86,19.0,201,0.08,6602.4,0.11,0.00,5.19,130,98,372,41,4.89
A1,Albanel,48' 53'N 72' 27'O,2009,1,1,30,20,60,1.79,0.13,0.62,0.45,0.17,57,38,4.6,10.6,33,245,.,1176,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,2,1,0,0,60,1.46,0.12,0.67,0.48,0.17,39,35,4.4,11.1,24,238,.,2174,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,3,1,90,0,0,1.60,0.10,0.65,0.51,0.17,39,40,2.9,8.6,23,258,.,572,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,4,1,90,0,30,1.64,0.12,0.47,0.49,0.17,62,34,2.8,12.0,29,270,.,1061,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,5,1,0,20,60,1.39,0.12,0.47,0.39,0.14,48,28,3.9,10.4,22,225,.,839,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,6,1,30,0,30,1.53,0.12,0.63,0.41,0.15,44,28,3.1,11.3,24,216,.,557,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,7,1,60,0,90,1.67,0.11,0.55,0.39,0.16,41,32,2.4,10.7,22,232,.,949,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,8,1,30,20,0,1.55,0.12,0.64,0.38,0.16,38,33,2.5,10.6,23,232,.,526,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,9,1,0,20,0,1.37,0.11,0.57,0.35,0.16,37,33,3.5,9.9,16,224,.,614,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,10,1,0,20,90,1.50,0.11,0.56,0.40,0.15,41,38,2.8,6.9,16,230,.,1179,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,11,1,0,0,30,1.42,0.11,0.62,0.37,0.15,40,33,4.0,7.7,19,252,.,1936,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,12,1,60,20,30,1.98,.,0.73,0.38,0.14,46,30,2.2,11.5,30,243,.,4058,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,13,1,0,0,0,1.46,0.12,0.72,0.36,0.16,78,48,3.3,9.1,34,255,.,4683,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,14,1,0,0,90,1.79,0.13,0.67,0.39,0.17,57,36,2.4,8.7,27,264,.,2528,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,15,1,60,20,0,2.09,0.18,0.72,0.34,0.16,44,34,3.0,9.5,26,247,.,550,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,16,1,90,20,60,2.05,0.15,0.68,0.33,0.14,41,41,2.3,9.2,27,250,.,2562,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,17,1,90,20,0,.,0.18,0.61,0.39,0.15,44,36,3.2,10.8,30,230,.,868,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,18,1,30,0,60,1.79,0.16,0.60,0.34,0.15,48,33,2.6,8.1,23,251,.,1195,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,19,1,60,20,90,1.82,0.12,0.52,0.37,0.17,51,33,3.8,10.1,22,238,.,511,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,20,1,60,0,30,1.76,0.11,0.59,0.34,0.16,51,28,2.8,9.2,22,235,.,234,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,21,1,30,20,30,1.70,0.13,0.59,0.39,0.16,60,32,2.2,11.2,25,269,.,1384,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,22,1,0,20,30,1.59,0.11,0.60,0.30,0.14,45,34,3.9,9.2,22,229,.,1647,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,23,1,30,0,0,1.51,0.10,0.63,0.32,0.14,59,29,2.6,8.9,22,227,.,909,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,24,1,90,20,30,1.90,0.14,0.65,0.36,0.15,65,31,1.9,10.1,25,250,.,.,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,25,1,60,0,0,1.67,0.11,0.60,0.39,0.17,49,28,2.1,8.8,25,251,.,.,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,26,1,60,20,60,1.88,0.13,0.78,0.40,0.17,55,34,2.7,10.3,27,245,.,1836,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,27,1,60,0,60,1.71,0.10,0.80,0.34,0.16,47,31,2.6,10.7,27,222,.,925,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,28,1,90,0,60,2.01,0.12,0.75,0.41,0.16,55,36,2.4,12.0,31,221,.,.,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,29,1,30,0,90,1.66,0.14,0.73,0.38,0.16,54,42,3.3,11.1,32,233,.,1281,.,.,.,27,38,138,15,4.38
A1,Albanel,48' 53'N 72' 27'O,2009,30,1,90,0,90,2.11,0.15,0.80,0.39,0.15,52,41,1.7,7.6,26,243,.,667,.,.,.,16,17,71,8,4.58
A1,Albanel,48' 53'N 72' 27'O,2009,31,1,90,20,90,2.01,0.15,0.84,0.47,0.15,62,41,1.9,9.8,30,247,.,122,.,.,.,25,19,49,6,4.57
A1,Albanel,48' 53'N 72' 27'O,2009,32,1,30,20,90,1.69,0.13,0.71,0.42,0.14,57,43,2.3,9.5,21,253,.,240,.,.,.,42,16,38,4,5.22
A1,Albanel,48' 53'N 72' 27'O,2009,33,2,30,20,30,1.75,0.14,0.64,0.42,0.19,50,34,4.4,12.2,25,233,.,2908,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,34,2,0,0,60,1.44,0.10,0.61,0.36,0.17,44,32,5.0,9.9,20,234,.,2581,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,35,2,60,20,30,1.77,0.14,0.67,0.40,0.19,48,26,3.6,11.5,24,249,.,1786,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,36,2,90,20,60,2.07,.,0.82,0.43,0.18,57,27,2.8,10.5,29,267,.,3660,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,37,2,0,0,30,1.71,0.13,0.70,0.36,0.17,39,31,4.1,10.2,21,237,.,3802,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,38,2,90,20,30,1.76,0.14,0.69,0.39,0.17,45,27,2.1,8.6,22,260,.,1589,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,39,2,30,0,60,1.61,0.12,0.79,0.35,0.17,37,24,3.4,9.9,21,241,.,1999,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,40,2,60,0,30,1.80,0.14,0.74,0.39,0.16,32,28,2.8,9.7,19,254,.,497,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,41,2,90,0,0,1.62,0.11,0.62,0.29,0.13,32,27,2.5,10.2,21,229,.,493,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,42,2,0,20,90,1.50,0.12,0.67,0.32,0.13,29,31,3.9,8.5,17,216,.,2355,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,43,2,0,20,60,1.78,0.13,0.60,0.35,0.14,30,31,4.0,10.0,20,227,.,1662,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,44,2,60,20,90,2.00,0.14,0.63,0.38,0.15,31,31,3.9,11.6,22,221,.,1488,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,45,2,0,20,30,1.61,0.14,0.59,0.36,0.15,31,28,3.2,7.6,20,210,.,2800,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,46,2,60,0,90,1.78,0.14,0.65,0.38,0.16,37,29,4.1,9.9,23,216,.,1091,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,47,2,30,20,0,1.63,0.15,0.48,0.39,0.16,33,26,2.3,8.5,22,203,.,293,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,48,2,60,0,0,1.83,0.14,0.50,0.31,0.15,32,34,2.4,7.8,20,237,.,1568,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,49,2,90,0,30,1.93,0.15,0.63,0.33,0.15,40,31,3.1,10.2,24,229,.,246,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,50,2,30,0,0,1.56,0.10,0.54,0.31,0.15,31,33,3.0,10.1,25,218,.,1605,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,51,2,30,0,90,1.60,0.11,0.62,0.33,0.15,36,42,3.5,10.1,24,218,.,688,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,52,2,90,20,0,2.13,0.17,0.59,0.42,0.16,30,31,2.2,11.1,23,212,.,.,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,53,2,60,20,60,1.75,0.14,0.60,0.36,0.15,48,30,3.1,11.6,30,240,.,.,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,54,2,0,20,0,1.61,0.14,0.61,0.34,0.15,44,29,3.8,12.9,23,210,.,577,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,55,2,90,0,60,1.83,0.15,0.67,0.30,0.13,46,28,3.5,10.3,25,205,.,.,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,56,2,90,0,90,1.71,0.13,0.60,0.37,0.16,47,30,3.2,9.5,21,220,.,825,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,57,2,0,0,0,1.35,0.11,0.51,0.35,0.14,43,28,4.0,8.6,18,192,.,1271,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,58,2,30,0,30,.,0.10,0.61,0.35,0.15,42,24,2.3,6.9,18,195,.,1017,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,59,2,60,0,60,1.61,0.13,0.63,0.40,0.18,51,32,3.9,10.6,25,239,.,927,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,60,2,90,20,90,1.84,0.14,0.64,0.34,0.15,47,31,3.7,11.2,26,217,.,869,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,61,2,30,20,60,1.61,0.14,0.57,0.38,0.18,53,35,4.4,12.1,28,236,.,1713,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,62,2,0,0,90,1.64,0.13,0.61,0.39,0.17,54,47,5.0,11.4,21,235,.,2403,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,63,2,60,20,0,1.92,0.14,0.58,0.43,0.17,53,38,4.0,10.5,27,232,.,1257,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,64,2,30,20,90,1.78,0.16,0.63,0.31,0.18,55,31,4.1,9.4,26,246,.,512,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,65,3,0,0,90,1.61,0.12,0.59,0.28,0.18,47,30,4.2,13.0,23,229,.,2777,.,.,.,24,15,43,5,5.75
A1,Albanel,48' 53'N 72' 27'O,2009,66,3,30,20,60,1.67,0.12,0.60,0.23,0.17,48,27,3.3,12.2,23,242,.,1280,.,.,.,28,15,61,7,5.69
A1,Albanel,48' 53'N 72' 27'O,2009,67,3,60,20,0,1.76,0.15,0.52,0.30,0.19,46,25,3.5,13.3,30,254,.,1830,.,.,.,23,26,91,12,5.67
A1,Albanel,48' 53'N 72' 27'O,2009,68,3,90,20,90,2.07,0.16,0.66,0.32,0.19,56,28,2.9,12.5,30,259,.,1614,.,.,.,35,35,40,6,5.67
A1,Albanel,48' 53'N 72' 27'O,2009,69,3,60,20,90,1.60,0.12,0.59,0.26,0.16,50,28,3.7,11.9,25,243,.,2689,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,70,3,0,20,30,1.52,0.10,0.54,0.31,0.15,56,33,5.0,8.6,23,235,.,3535,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,71,3,60,0,0,1.88,0.11,0.59,0.31,0.14,37,36,3.6,8.8,23,236,.,405,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,72,3,60,20,30,1.90,0.16,0.68,0.39,0.18,48,32,3.3,9.9,24,255,.,878,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,73,3,60,0,30,2.02,0.12,0.74,0.39,0.16,44,31,3.8,9.5,26,247,.,188,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,74,3,30,0,60,1.78,0.12,0.70,0.32,0.13,35,31,3.1,11.4,24,230,.,371,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,75,3,30,20,30,1.82,0.15,0.69,0.38,0.16,33,32,3.3,10.7,24,246,.,1430,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,76,3,60,0,90,1.90,0.13,0.74,0.29,0.16,42,32,3.0,10.3,27,248,.,1333,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,77,3,90,0,0,1.91,0.12,0.61,0.28,0.15,42,35,2.6,11.9,31,238,.,686,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,78,3,90,0,30,2.05,0.12,0.70,0.29,0.15,37,34,2.8,11.4,27,240,.,658,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,79,3,60,0,60,1.83,0.11,0.72,0.34,0.15,35,36,3.1,10.1,27,258,.,904,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,80,3,0,0,60,1.37,0.10,0.62,0.39,0.18,41,30,4.3,11.3,21,230,.,1975,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,81,3,90,0,60,1.74,0.12,0.69,0.42,0.17,43,35,3.2,11.9,26,241,.,733,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,82,3,0,20,60,1.63,0.13,0.66,0.33,0.16,40,39,4.2,9.6,22,237,.,1114,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,83,3,90,20,30,2.02,0.15,0.75,0.32,0.14,40,38,2.9,13.3,29,256,.,317,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,84,3,30,0,0,1.86,0.15,0.63,0.34,0.17,44,32,3.7,12.3,25,241,.,411,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,85,3,0,20,90,1.73,0.12,0.73,0.34,0.16,46,34,3.7,11.0,19,229,.,739,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,86,3,30,0,30,1.60,0.10,0.74,0.32,0.12,55,32,4.3,12.3,28,233,.,340,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,87,3,0,0,0,.,0.10,0.57,0.28,0.15,49,41,4.6,10.1,24,221,.,579,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,88,3,30,20,0,1.78,0.13,0.63,0.42,0.19,64,35,4.5,11.4,23,248,.,.,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,89,3,90,20,60,2.04,0.15,0.68,0.31,0.14,42,31,3.7,13.5,27,267,.,.,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,90,3,0,0,30,1.49,0.12,0.60,0.35,0.16,82,36,5.0,8.1,26,239,.,.,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,91,3,90,20,0,1.92,0.17,0.61,0.35,0.18,53,30,2.7,12.0,27,277,.,.,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,92,3,30,20,90,1.75,0.13,0.62,0.33,0.15,46,27,4.2,11.3,25,232,.,.,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,93,3,30,0,90,1.82,0.14,0.59,0.33,0.15,52,32,4.0,10.5,23,224,.,1059,.,.,.,30,16,83,8,5.04
A1,Albanel,48' 53'N 72' 27'O,2009,94,3,90,0,90,1.98,0.14,0.66,0.33,0.15,53,31,3.2,8.5,27,214,.,735,.,.,.,19,21,81,10,6.07
A1,Albanel,48' 53'N 72' 27'O,2009,95,3,60,20,60,2.05,0.13,0.75,0.35,0.16,59,34,3.4,9.7,27,241,.,2138,.,.,.,13,27,129,14,5.96
A1,Albanel,48' 53'N 72' 27'O,2009,96,3,0,20,0,1.49,0.12,0.48,0.30,0.13,54,31,4.8,9.3,26,210,.,1084,.,.,.,29,20,49,5,5.76
A1,Albanel,48' 53'N 72' 27'O,2009,97,4,0,0,0,1.66,0.13,0.60,0.31,0.21,47,33,5.2,12.9,21,234,.,2690,.,.,.,33,15,44,6,4.60
A1,Albanel,48' 53'N 72' 27'O,2009,98,4,0,20,60,1.57,0.12,0.58,0.28,0.18,44,30,5.3,11.1,22,252,.,2350,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,99,4,60,0,90,1.59,0.13,0.62,0.27,0.19,42,24,3.7,12.0,21,251,.,3001,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,100,4,0,0,60,1.47,0.11,0.56,0.28,0.17,38,30,4.9,10.4,17,240,.,3777,.,.,.,37,17,51,9,4.87
A1,Albanel,48' 53'N 72' 27'O,2009,101,4,30,20,0,1.66,0.14,0.47,0.32,0.17,34,31,4.5,9.2,17,280,.,3028,.,.,.,33,15,44,6,4.60
